make and model,year,VIN,condition,cylinders,drive,fuel,color,odometer,size,title,transmission,type,price
Ford E350 SuperDuty,1996,None,good,None,None,gas,white,None,None,clean,automatic,bus,8000
ford fusion sel,2008,None,good,6 cylinders,fwd,gas,black,182000,None,clean,automatic,sedan,4250
2000 Chevy,2000,None,fair,None,None,gas,None,170000,None,clean,automatic,None,1100
Chevrolet S 10,2000,None,good,4 cylinders,None,gas,silver,113000,None,clean,automatic,truck,2000
oldsmobile cutlass calais,1981,None,None,None,None,gas,silver,None,full-size,clean,automatic,None,5980
oldsmobile cutlass calais,1981,None,None,None,None,gas,silver,None,full-size,clean,automatic,None,5980
pontiac grand prix gt,2004,None,None,None,None,gas,None,114000,None,clean,automatic,None,5400
chevy elcamino,1985,None,None,None,None,gas,None,106500,None,clean,automatic,None,5800
bmw 530xi,2007,None,None,None,None,gas,None,132605,None,clean,automatic,None,7680
chrysler pacifica,2006,2a8gf68496r798819,good,6 cylinders,fwd,gas,silver,218000,mid-size,clean,automatic,None,2499
Cadillac XTS4 Sedan,2013,None,good,6 cylinders,4wd,gas,grey,150000,full-size,clean,automatic,sedan,11100
chev uplander,2008,None,good,6 cylinders,None,gas,None,150000,None,clean,automatic,None,2600
Infiniti I30,1998,None,fair,6 cylinders,fwd,gas,black,290000,mid-size,clean,automatic,sedan,700
audi allroad quattro,2004,None,good,6 cylinders,4wd,gas,grey,157000,mid-size,clean,automatic,wagon,3000
Pontiac Grand Prix GT,2006,None,good,6 cylinders,fwd,gas,black,192000,full-size,clean,automatic,sedan,3100
honda oddysey,2007,None,None,None,None,gas,None,125000,None,clean,automatic,mini-van,6900
audi allroad quattro,2004,None,excellent,None,4wd,gas,None,121000,None,clean,automatic,None,4900
chevrolet trailblazer,2006,None,good,None,None,gas,None,156200,None,clean,automatic,None,3200
bmw 528i,2008,None,excellent,6 cylinders,None,gas,black,114900,None,clean,automatic,sedan,10500
ford taurus se,2003,None,good,6 cylinders,fwd,gas,None,250000,None,clean,automatic,None,800
Pontiac Montana,2001,None,good,6 cylinders,fwd,gas,red,210000,mid-size,clean,automatic,mini-van,1000
subaru outback,1998,None,excellent,4 cylinders,4wd,gas,white,None,None,clean,automatic,None,1500
dodge ram 3500,2006,None,excellent,6 cylinders,rwd,diesel,None,250,None,lien,automatic,None,10000
chrysler pacifica,2004,None,good,6 cylinders,fwd,gas,None,218000,None,clean,automatic,SUV,2299
Hyundai Santa Fe,2004,None,good,4 cylinders,fwd,gas,black,None,full-size,salvage,automatic,SUV,1000
chrysler town and country,1999,1C4GP54L2XB829551,fair,6 cylinders,fwd,gas,grey,234000,None,clean,automatic,mini-van,300
Chevy Cavalier,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,1000
oldsmobile aurora,2002,None,None,None,None,gas,None,None,None,clean,automatic,None,2000
chrysler pt cruiser,2007,None,None,None,None,gas,None,140000,None,clean,automatic,None,1800
Olds Bravada SUV,1997,None,excellent,6 cylinders,fwd,gas,green,269000,mid-size,clean,automatic,SUV,950
chevy tahoe,1996,None,fair,None,None,gas,green,200000,None,clean,automatic,None,1000
saturn vue awd v6,2003,5GZCZ63B43S903648,good,6 cylinders,4wd,gas,silver,177290,compact,clean,automatic,SUV,2300
Ford Bronco,1992,None,None,8 cylinders,4wd,gas,white,None,full-size,clean,automatic,SUV,2500
Durango,2000,None,good,8 cylinders,4wd,gas,brown,142400,mid-size,clean,automatic,SUV,2500
ford focus,2001,None,fair,4 cylinders,fwd,gas,black,120000,sub-compact,clean,manual,sedan,1
subaru legacy outback,2003,4S3BH806637653089,good,6 cylinders,4wd,gas,black,172000,full-size,clean,automatic,None,3000
PONTIAC GRAND PRIX GT,2001,None,None,None,None,gas,None,None,None,clean,automatic,None,1
mg mgb mga,1962,None,None,None,None,gas,None,None,None,clean,manual,None,1
mg mgb,1971,None,None,None,None,gas,None,None,None,clean,manual,None,1
ford focus se,2013,None,like new,4 cylinders,fwd,gas,grey,26000,sub-compact,clean,automatic,hatchback,10500
ford focus svt,2002,None,good,4 cylinders,fwd,gas,black,172832,compact,clean,manual,hatchback,1900
gmc 1500 sierra,1996,None,None,8 cylinders,4wd,gas,None,None,None,clean,automatic,None,2400
chevy tahoe,1995,None,good,None,None,gas,red,230000,None,clean,automatic,None,2800
Avenger enclosed trailer,2000,None,None,None,None,other,None,None,None,clean,other,None,4200
pontiac grand prix gt,2005,None,None,None,None,gas,None,None,None,clean,automatic,None,3880
